id	filename	md5	size	state
20c54d6e-a4cb-4503-aafb-a70b8c342b9a	TCGA-AA-3560-01Z-00-DX1.7ca786bd-777e-4b33-8778-fc5e2b061ff1.svs	60f8aa474db0bb9606840ae721f682e4	198771958	validated
20e54cf9-0daf-41a5-a5ae-29b807d2179b	TCGA-A6-A567-01Z-00-DX1.F941874E-9BF7-4E8B-908C-41A638D62275.svs	dbcbc75f9517b64a3033adccf0d56fe9	850944145	validated
221c0f55-ae80-4c4f-a383-8e0d0f014530	TCGA-DC-6156-01Z-00-DX1.102feb5c-0dff-4d7b-9b3b-d66383e8a4ff.svs	55b5dfe789c349571da714e912fbcd76	1133535013	validated
227fecea-0d2a-4eaf-b32a-1129887d6926	TCGA-AA-3561-01Z-00-DX1.1b5a2925-53f9-470f-a62c-cc2e5d5abb58.svs	0671eb70be5ee24bc5d5ad9f3d2889ba	484855906	validated
23bb8b9e-2ffc-46ae-94a1-2db3acce9fc7	TCGA-AA-A02F-01Z-00-DX1.6E214530-87AE-4E9F-89A9-E35BA9C69BB0.svs	85c2381d221d60ed3a3e52dfca685056	1546348562	validated
2412ab24-19c8-430c-8d1c-ead166b1b398	TCGA-EI-6882-01Z-00-DX1.b4b4638d-be05-453a-9028-de170db5b51e.svs	efa9890831407ea7e469f8f7c838bd01	323123119	validated
24e907f6-11e3-4108-996b-f3c47134faa8	TCGA-G5-6572-01Z-00-DX1.7a9d5e04-f3dc-4fc7-b188-b90219e0cc50.svs	a08bde8cea44957f18bf6be9cb754cbc	715569947	validated
2775ae3a-ca61-4d92-9727-a49bb503049d	TCGA-AF-A56L-01Z-00-DX1.984FBEF1-A46B-432D-A295-1275E60D09D8.svs	6317f7f56f43ce60b8d4e8bf3e02ab59	1149671965	validated
27ac8b0a-9daa-4fe6-8bd7-067f18f4a389	TCGA-AA-3672-01Z-00-DX1.6cc142eb-e77f-4c09-a6ac-e85470221812.svs	343e6ab936cba29dab7521b18265adac	507400886	validated
27c00bfa-0a20-4c7f-9d72-849e19df40f0	TCGA-AM-5821-01Z-00-DX1.0851bd43-6c23-4db3-a50a-7c9fb5080150.svs	37d11bee14b5bf13a1ae20c3d9ab8a74	433253901	validated
29ac5c69-649b-4e84-95e4-f436e35f7aa1	TCGA-BM-6198-01Z-00-DX1.8B67F38E-AF4C-4301-9EC5-0AB575F3E728.svs	36caaf6e6b73651b949dc1513992c0bf	1182401769	validated
29b005db-4568-4685-8a33-7b0c331f6ae3	TCGA-AA-3518-01Z-00-DX1.5aad7b19-2900-4f1c-9312-f8d8c4725449.svs	7782dd4c0cb17998ccca2f49e4c41a92	434527634	validated
2aea4905-2b73-4ab2-a132-158de1075434	TCGA-AF-5654-01Z-00-DX1.2ec3177c-f20b-4c32-9e05-29283bbac185.svs	1cdb60ec42366d8ffc330dcfccf0f358	153197807	validated
2b2ba75b-ae19-49d4-b14d-1f49a0fa9613	TCGA-AA-3534-01Z-00-DX1.a49495e0-93b2-41fa-9229-6375533578b5.svs	66c00bcb00202fc03b6cb8f108cc6d71	206804284	validated
2b390d62-0118-4de4-aca4-070db4768baa	TCGA-AA-A00N-01Z-00-DX1.79D0A833-8411-486B-9BED-7B5E203D02F2.svs	1041662334951524e886b483f6901655	426997170	validated
2b574486-757a-4f0f-b13e-badb4d3de680	TCGA-D5-6929-01Z-00-DX1.5e555bba-87b2-440c-b6d4-e6fec3f7bf3a.svs	c7d22a21c0a85ceda50086e7b879800d	1184647143	validated
2bde271f-9a0e-4dfe-8bef-6e996e22a0ed	TCGA-AM-5820-01Z-00-DX1.365538bf-65ff-4fcd-8862-90627484431c.svs	49014a4119f2510f4df8c77316d6aff0	340881103	validated
2c4e861b-78c6-4fbf-b4e7-c42ee93fab51	TCGA-G4-6304-01Z-00-DX1.cf678a4f-5448-4d6a-a36f-cd1aec4d48a7.svs	74a3966ebf2515bac99eeae9f4a66208	1372925325	validated
2cc22207-daa6-4ff3-9682-c1d849fba3e2	TCGA-AG-A008-01Z-00-DX1.0FFD2A0D-346F-4732-A724-FB0038347C08.svs	4e614dd98570d35882df933965e8e00b	1018575464	validated
2d2f1b7a-df6b-4ea8-a2d6-7c21ffe8c707	TCGA-DM-A0XF-01Z-00-DX1.6FD3D3CF-A1E2-4F4E-BF02-F81B1A1061CC.svs	3a2b09a54179cbf50da80e0db348f7a9	1198277401	validated
2d760ad4-01c6-48a0-9846-164119ac3f39	TCGA-AA-3662-01Z-00-DX1.625F1BCC-5E59-411E-AE23-6F43CE6122B2.svs	443e6662c349bce966d261a5a820aafc	9915016	validated
2d8a4d58-2681-4fc9-9181-0a68bc86fdbc	TCGA-AG-3887-01Z-00-DX1.4973b987-ee11-4a5b-a2ba-d9910b363486.svs	52133df7a635b8c49d786b476b963dc3	126068304	validated
2d8f32f9-bb04-46cd-8d63-91b591e9b8b3	TCGA-AG-3883-01Z-00-DX1.2a21ffb1-8a60-4424-b74d-4c85b7894953.svs	df6fd2223157be728088ed1876c11814	379449218	validated
2e957792-c1b6-4387-9cbb-fe6728cda62d	TCGA-CK-5916-01Z-00-DX1.726a78b1-e64f-4dd6-8f7e-e43e98f1f453.svs	43ddf52cfef1e41c847f6eee744d5a79	1180333133	validated
2ef47bea-4348-4c78-9ad3-219423eecc65	TCGA-AA-3660-01Z-00-DX1.CCD0F50D-9991-4CC2-AC77-AD1F78D8CFEB.svs	690f67c00aa8c0e682346854a7160892	8893474	validated
2f92c9f1-51d5-4ad9-9281-f67082bac4d2	TCGA-AD-6888-01Z-00-DX1.47AE342C-4577-4D8B-9048-0B106C5960E7.svs	42f45ca76c854b990b5be7936bb0a266	172226543	validated
2fd860a1-534f-49f7-8169-ece8748480ac	TCGA-AA-3538-01Z-00-DX1.60d0b039-25d6-4b71-a36f-5b2764a983ef.svs	7d43cda4a4e5e8faea9f2699746c25f2	151974892	validated
3058f5a6-b21a-4424-bd13-58fed2f4f959	TCGA-AA-3522-01Z-00-DX1.bd54ca55-9036-4167-b8b9-14f4209b7e4d.svs	865b4ae4cc023ea8e608602280c7f24b	200704956	validated
309835ae-5a0a-46c8-b3f0-8f7ef14f1fd9	TCGA-DM-A1HA-01Z-00-DX1.E56FC26A-DDB9-4121-9E79-5009FB23CCEB.svs	27fedefad24abd57af92d0852e460e1d	1319195465	validated
31170edc-9c08-429b-98d5-582f06b21f23	TCGA-F5-6861-01Z-00-DX1.011b771b-f52e-412e-9352-1578349beaf1.svs	243b3014e9adc538f1a70766483b9e3c	342985059	validated
31ec8e6f-2720-4c03-9cb5-62caa7262dbb	TCGA-QG-A5Z1-01Z-00-DX2.2CE72B6A-557F-43BD-BA4C-B252E14E46EF.svs	113fded5eb8f777c7b95cbf5e6376703	1512832207	validated
322c287a-5e37-4eb4-b1ea-c2eed0bc1445	TCGA-G4-6321-01Z-00-DX1.20bd4687-4b24-4666-a722-d42b9731136e.svs	4fe0bf023826c1f32a041cbfc2deb6cb	553593089	validated
325ffce4-1a0e-4bcc-bfc3-1a9959c26aee	TCGA-AA-3967-01Z-00-DX1.b80c87c9-00f4-44f6-bc59-19d2b94942ac.svs	adebd2cebe18701fe5db796ccb3823d9	263867890	validated
3268e20e-11c0-4ad3-a602-361cd2993d78	TCGA-AA-A01S-01Z-00-DX1.1F2812C1-9807-4D14-8071-3FE15236EB44.svs	83c617dfb92c92d4f1fea765bc97a0c4	1242406216	validated
329d3eb0-620c-4896-bfb3-dce678a7a604	TCGA-AA-A02K-01Z-00-DX1.732DD8F9-A21A-4E97-A779-3400A6C3D19D.svs	4f1b55d0a64de67204bdc3029c146e52	1037402762	validated
32b4c855-0210-4d78-89de-7e479ebcc47b	TCGA-A6-6653-01Z-00-DX1.e130666d-2681-4382-9e7a-4a4d27cb77a4.svs	9a02a015612671a2fade0a1697c1afa6	244711457	validated
32d1a9c8-db56-413d-963f-2ad78f06d499	TCGA-AA-A02J-01Z-00-DX1.1326204B-9264-482C-9F75-795DD085C0DF.svs	06237d941b0c87e09bcad32ed06b8166	851913400	validated
333bacf6-bc83-4904-a791-345c244b7d7d	TCGA-AG-3611-01Z-00-DX1.c22e8af9-4211-46b4-b2aa-40b414025ae1.svs	c47f3f5f35ee923765aa23cc5063db4b	208343902	validated
337025b3-97a6-4913-a4d2-3494f810884d	TCGA-AA-3695-01Z-00-DX1.be93a101-7b57-4140-bd82-86c65e65ca27.svs	d9a8e1ff12d24d97efdd7c8010440fca	412433004	validated
33a4ddef-d89c-4a9d-822d-33d3cf9527e4	TCGA-AA-3845-01Z-00-DX1.20682536-a009-4184-a40b-cb889f37ad32.svs	76a21f14bd3570a0035ed1e92b1387a8	223572372	validated
33c26ba4-b3f3-424c-bdc6-66e823704457	TCGA-F4-6459-01Z-00-DX1.80a78213-1137-4521-9d60-ac64813dec4c.svs	b6aee6cceaae83896bb5c6b2b04135b2	788730317	validated
342cee3c-e7ca-4837-97f4-dcd795073f02	TCGA-CK-5915-01Z-00-DX1.04650539-005e-4221-90d6-49706b1d7244.svs	50f09bc41477e581718cb3f89bf6ce0f	1081880407	validated
3465fb19-233d-4691-8b92-1a75b48e83bf	TCGA-AG-A01J-01Z-00-DX1.C0B83A27-DFE5-45F0-B1C2-406C3852C609.svs	79d6cc2a5f5ac811554f5f8d7f1c645b	495926632	validated
349aeeca-6069-480b-aae3-a19afbd69f94	TCGA-CA-5255-01Z-00-DX1.77310ae2-9c5f-48c4-9754-c5b30d287089.svs	8a32f4eacaba4f17fb83785c73a157e0	546549735	validated
34c83901-9776-40d4-ab94-4e1ad47aed59	TCGA-AA-A01P-01Z-00-DX1.D7AAA4F0-C956-4346-8948-DADACDFB3B69.svs	babc9f32199f71afa6d05319d9535d8f	1690505016	validated
34e08fea-16eb-4244-a40d-18d1edff92ae	TCGA-D5-5537-01Z-00-DX1.14709d4c-eba0-48d0-87b8-5f34f74429d6.svs	88691cfae755e2b5c2cd7d9e69099729	908864705	validated
34ebc858-0f88-44ed-967f-e0886fa56fe9	TCGA-D5-6540-01Z-00-DX1.4ca9e502-959b-4fa8-a748-5fd0878e5c3f.svs	9f83ef7f908b69f38b2834484387a590	564150921	validated
3564180e-76b0-4e75-adb1-52f7e1fed55b	TCGA-AH-6547-01Z-00-DX1.73040c3e-8219-4d21-88f2-613218d32297.svs	140958ed2cb371854dd23b32aa5d10ac	55023465	validated
3589bc42-5a73-49bc-a06f-508d384f770f	TCGA-G4-6588-01Z-00-DX1.0747172e-f630-4b7c-9341-55078585ae00.svs	0c2b5a201ab0d67a24ec78ff941b8622	809239347	validated
